absorption_coefficient,amplitude,beam_pos_x,beam_pos_y,beam_pos_z,epsrel,force_type,fx,fy,fz,gaussian_spot,medium_refractive_index,phase,q,radius,rayleigh_range,refractive_index,vacuum_wavelength,vacuum_wavenumber,wavelength,wavenumber
1000.0,1,1.737e-05,0,6e-06,0.1,total,4.1993187901817715e-37,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.758e-05,0,6e-06,0.1,total,3.123198856600048e-38,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.779e-05,0,6e-06,0.1,total,2.0933411002790842e-39,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.772e-05,0,6e-06,0.1,total,-4.9932670489803146e-39,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.744e-05,0,6e-06,0.1,total,-1.7025750561561618e-37,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.716e-05,0,6e-06,0.1,total,-4.83802735761097e-36,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.66e-05,0,6e-06,0.1,total,-2.3146733694463654e-33,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.632e-05,0,6e-06,0.1,total,-3.9519170949068723e-32,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.603e-05,0,6e-06,0.1,total,-6.3606878534028115e-31,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.547e-05,0,6e-06,0.1,total,-8.886122360530059e-29,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.519e-05,0,6e-06,0.1,total,-8.669733791490404e-28,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.49e-05,0,6e-06,0.1,total,-8.117275423175522e-27,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.434e-05,0,6e-06,0.1,total,-4.430226305218402e-25,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.406e-05,0,6e-06,0.1,total,-2.8358557845329464e-24,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.378e-05,0,6e-06,0.1,total,-1.6642343438545657e-23,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.322e-05,0,6e-06,0.1,total,-4.518482117568596e-22,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.294e-05,0,6e-06,0.1,total,-2.1088560387313035e-21,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.266e-05,0,6e-06,0.1,total,-9.207788731604307e-21,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.21e-05,0,6e-06,0.1,total,-1.4544308354231177e-19,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.182e-05,0,6e-06,0.1,total,-5.293791778129344e-19,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.153e-05,0,6e-06,0.1,total,-1.903721844202653e-18,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.097e-05,0,6e-06,0.1,total,-1.9202153803069684e-17,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.068e-05,0,6e-06,0.1,total,-5.870722530894323e-17,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.04e-05,0,6e-06,0.1,total,-1.6432227917135396e-16,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-9.84e-06,0,6e-06,0.1,total,-1.1151234924798292e-15,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-9.56e-06,0,6e-06,0.1,total,-2.706732167542963e-15,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-9.28e-06,0,6e-06,0.1,total,-6.269443287543234e-15,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-8.719e-06,0,6e-06,0.1,total,-2.928090805609809e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-8.438e-06,0,6e-06,0.1,total,-5.897837331740022e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-8.156e-06,0,6e-06,0.1,total,-1.1336933213421192e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-7.594e-06,0,6e-06,0.1,total,-3.585436873478109e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-7.312e-06,0,6e-06,0.1,total,-5.907189619906631e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-7.031e-06,0,6e-06,0.1,total,-9.204976502179865e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-6.469e-06,0,6e-06,0.1,total,-1.886444754372545e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-6.188e-06,0,6e-06,0.1,total,-2.474369884645458e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-5.906e-06,0,6e-06,0.1,total,-3.0591410998829924e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-5.344e-06,0,6e-06,0.1,total,-3.9090520676409834e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-5.062e-06,0,6e-06,0.1,total,-4.063432474280142e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-4.781e-06,0,6e-06,0.1,total,-4.0273130369901044e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-4.219e-06,0,6e-06,0.1,total,-3.5571898042795207e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-3.938e-06,0,6e-06,0.1,total,-3.2344947022733966e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-3.656e-06,0,6e-06,0.1,total,-2.906056101313793e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-3.094e-06,0,6e-06,0.1,total,-2.2978287145701158e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-2.812e-06,0,6e-06,0.1,total,-2.024192220603517e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-2.531e-06,0,6e-06,0.1,total,-1.7713161144717287e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.969e-06,0,6e-06,0.1,total,-1.3148974238057547e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.688e-06,0,6e-06,0.1,total,-1.106314148466059e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.406e-06,0,6e-06,0.1,total,-9.070870963244793e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-8.438e-07,0,6e-06,0.1,total,-5.322338702640861e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-5.625e-07,0,6e-06,0.1,total,-3.5233007588974353e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-2.812e-07,0,6e-06,0.1,total,-1.7539937205152007e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,2.812e-07,0,6e-06,0.1,total,1.7539936757771403e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,5.625e-07,0,6e-06,0.1,total,3.523300781360625e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,8.438e-07,0,6e-06,0.1,total,5.322338716840495e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.406e-06,0,6e-06,0.1,total,9.070870944927658e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.688e-06,0,6e-06,0.1,total,1.1063141457900858e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.969e-06,0,6e-06,0.1,total,1.3148974214507365e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,2.531e-06,0,6e-06,0.1,total,1.7713161111549243e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,2.812e-06,0,6e-06,0.1,total,2.0241922682645265e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,3.094e-06,0,6e-06,0.1,total,2.2978287681389777e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,3.656e-06,0,6e-06,0.1,total,2.9060561013137854e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,3.938e-06,0,6e-06,0.1,total,3.234494702273404e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,4.219e-06,0,6e-06,0.1,total,3.5571960378943418e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,4.781e-06,0,6e-06,0.1,total,4.0273130369901e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,5.062e-06,0,6e-06,0.1,total,4.0634324742801445e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,5.344e-06,0,6e-06,0.1,total,3.90905206764096e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,5.906e-06,0,6e-06,0.1,total,3.059141099882989e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,6.188e-06,0,6e-06,0.1,total,2.4743698846454534e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,6.469e-06,0,6e-06,0.1,total,1.8864447543725467e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,7.031e-06,0,6e-06,0.1,total,9.204976502179908e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,7.312e-06,0,6e-06,0.1,total,5.907189619906684e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,7.594e-06,0,6e-06,0.1,total,3.58543687347811e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,8.156e-06,0,6e-06,0.1,total,1.1336933213421226e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,8.438e-06,0,6e-06,0.1,total,5.897837331740024e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,8.719e-06,0,6e-06,0.1,total,2.92809080560983e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,9.28e-06,0,6e-06,0.1,total,6.269443287543135e-15,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,9.56e-06,0,6e-06,0.1,total,2.706732167542971e-15,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,9.84e-06,0,6e-06,0.1,total,1.1151234924798162e-15,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.04e-05,0,6e-06,0.1,total,1.643222791713528e-16,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.068e-05,0,6e-06,0.1,total,5.87072253089455e-17,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.097e-05,0,6e-06,0.1,total,1.9202153803069462e-17,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.153e-05,0,6e-06,0.1,total,1.9037218442025402e-18,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.182e-05,0,6e-06,0.1,total,5.293791778128975e-19,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.21e-05,0,6e-06,0.1,total,1.4544308354229123e-19,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.266e-05,0,6e-06,0.1,total,9.208079941805e-21,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.294e-05,0,6e-06,0.1,total,2.1088560387311406e-21,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.322e-05,0,6e-06,0.1,total,4.518482117569922e-22,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.378e-05,0,6e-06,0.1,total,1.6642343438552672e-23,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.406e-05,0,6e-06,0.1,total,2.841545067271827e-24,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.434e-05,0,6e-06,0.1,total,4.43013859516495e-25,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.49e-05,0,6e-06,0.1,total,8.117275423176392e-27,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.519e-05,0,6e-06,0.1,total,8.66973379149196e-28,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.547e-05,0,6e-06,0.1,total,8.88612236053122e-29,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.603e-05,0,6e-06,0.1,total,6.360687853400834e-31,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.632e-05,0,6e-06,0.1,total,3.9519170949007537e-32,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.66e-05,0,6e-06,0.1,total,2.3146733694464222e-33,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.716e-05,0,6e-06,0.1,total,4.8380273576134024e-36,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.744e-05,0,6e-06,0.1,total,1.7025750561557237e-37,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,1.772e-05,0,6e-06,0.1,total,4.9932670489792934e-39,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.772e-05,0,6e-06,0.1,total,-5.0243100818250505e-39,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.744e-05,0,6e-06,0.1,total,-1.7100019618144482e-37,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.716e-05,0,6e-06,0.1,total,-4.84869507995695e-36,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.66e-05,0,6e-06,0.1,total,-2.306733268725565e-33,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.632e-05,0,6e-06,0.1,total,-3.930291040367171e-32,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.603e-05,0,6e-06,0.1,total,-6.301947771446958e-31,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.547e-05,0,6e-06,0.1,total,-8.738611371108449e-29,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.519e-05,0,6e-06,0.1,total,-8.490191461082031e-28,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.49e-05,0,6e-06,0.1,total,-7.912455256155882e-27,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.434e-05,0,6e-06,0.1,total,-4.275753235722076e-25,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.406e-05,0,6e-06,0.1,total,-2.7246317998379037e-24,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.378e-05,0,6e-06,0.1,total,-1.5879137695085782e-23,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.322e-05,0,6e-06,0.1,total,-4.252474483006828e-22,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.294e-05,0,6e-06,0.1,total,-1.9709120192360046e-21,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.266e-05,0,6e-06,0.1,total,-8.534918802860637e-21,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.21e-05,0,6e-06,0.1,total,-1.3231099693479677e-19,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.182e-05,0,6e-06,0.1,total,-4.764141553926926e-19,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.153e-05,0,6e-06,0.1,total,-1.6922213635796147e-18,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.097e-05,0,6e-06,0.1,total,-1.660349738451481e-17,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.068e-05,0,6e-06,0.1,total,-4.9898047784691077e-17,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-1.04e-05,0,6e-06,0.1,total,-1.3714290788523526e-16,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-9.84e-06,0,6e-06,0.1,total,-8.913388288490811e-16,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-9.56e-06,0,6e-06,0.1,total,-2.1088426283017837e-15,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-9.28e-06,0,6e-06,0.1,total,-4.745489161546087e-15,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-8.719e-06,0,6e-06,0.1,total,-2.065867919769464e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-8.438e-06,0,6e-06,0.1,total,-3.9860269383457235e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-8.156e-06,0,6e-06,0.1,total,-7.28808068103796e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-7.594e-06,0,6e-06,0.1,total,-2.0314992006787552e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-7.312e-06,0,6e-06,0.1,total,-3.0838692593555673e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-7.031e-06,0,6e-06,0.1,total,-4.3507468534088307e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-6.469e-06,0,6e-06,0.1,total,-6.752218294961652e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-6.188e-06,0,6e-06,0.1,total,-7.224162316948369e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-5.906e-06,0,6e-06,0.1,total,-6.737536876967356e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-5.344e-06,0,6e-06,0.1,total,-2.656888687667449e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-5.062e-06,0,6e-06,0.1,total,2.476742914993712e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
500000.0,1,-4.781e-06,0,6e-06,0.1,total,2.848527777540024e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
