absorption_coefficient,amplitude,beam_pos_x,beam_pos_y,beam_pos_z,epsrel,force_type,fx,fy,fz,gaussian_spot,medium_refractive_index,phase,q,radius,rayleigh_range,refractive_index,vacuum_wavelength,vacuum_wavenumber,wavelength,wavenumber
500000.0,1,1.8e-05,0,6e-06,0.1,transmission,-3.483259554561827e-43,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.772e-05,0,2.4e-05,0.1,total,-3.808685474263361e-15,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.744e-05,0,2.4e-05,0.1,total,-4.9440726761202545e-15,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.716e-05,0,2.4e-05,0.1,total,-6.3843972732566425e-15,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.66e-05,0,2.4e-05,0.1,total,-1.0480486573405938e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.632e-05,0,2.4e-05,0.1,total,-1.3322234904324906e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.603e-05,0,2.4e-05,0.1,total,-1.6986507531378312e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.547e-05,0,2.4e-05,0.1,total,-2.6729251782939323e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.519e-05,0,2.4e-05,0.1,total,-3.326705890804358e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.49e-05,0,2.4e-05,0.1,total,-4.1500296997886134e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.434e-05,0,2.4e-05,0.1,total,-6.260157092043069e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.406e-05,0,2.4e-05,0.1,total,-7.628415735715687e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.378e-05,0,2.4e-05,0.1,total,-9.246468549888392e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.322e-05,0,2.4e-05,0.1,total,-1.3402638448144204e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.294e-05,0,2.4e-05,0.1,total,-1.5959692556793607e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.266e-05,0,2.4e-05,0.1,total,-1.8943116506660108e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.21e-05,0,2.4e-05,0.1,total,-2.626755419985552e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.182e-05,0,2.4e-05,0.1,total,-3.068718390526326e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.153e-05,0,2.4e-05,0.1,total,-3.584963733801138e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.097e-05,0,2.4e-05,0.1,total,-4.762441203820309e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.068e-05,0,2.4e-05,0.1,total,-5.470758079335132e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.04e-05,0,2.4e-05,0.1,total,-6.220514596514943e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-9.84e-06,0,2.4e-05,0.1,total,-7.913090043778191e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-9.56e-06,0,2.4e-05,0.1,total,-8.852222233202113e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-9.28e-06,0,2.4e-05,0.1,total,-9.848972880216723e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-8.719e-06,0,2.4e-05,0.1,total,-1.1997533756883081e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-8.438e-06,0,2.4e-05,0.1,total,-1.3133258891366359e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-8.156e-06,0,2.4e-05,0.1,total,-1.4296883082288476e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-7.594e-06,0,2.4e-05,0.1,total,-1.664867105396461e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-7.312e-06,0,2.4e-05,0.1,total,-1.7814287053512702e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-7.031e-06,0,2.4e-05,0.1,total,-1.894481839022675e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-6.469e-06,0,2.4e-05,0.1,total,-2.105416352324722e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-6.188e-06,0,2.4e-05,0.1,total,-2.197102120339946e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-5.906e-06,0,2.4e-05,0.1,total,-2.2816657844417427e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-5.344e-06,0,2.4e-05,0.1,total,-2.406406520668822e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-5.062e-06,0,2.4e-05,0.1,total,-2.447064950371207e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-4.781e-06,0,2.4e-05,0.1,total,-2.4703512873840875e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-4.219e-06,0,2.4e-05,0.1,total,-2.4602711982869827e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-3.938e-06,0,2.4e-05,0.1,total,-2.4248907064695094e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-3.656e-06,0,2.4e-05,0.1,total,-2.368280667088618e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-3.094e-06,0,2.4e-05,0.1,total,-2.1909972261080737e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-2.812e-06,0,2.4e-05,0.1,total,-2.070551518908999e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-2.531e-06,0,2.4e-05,0.1,total,-1.9300603543040576e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.969e-06,0,2.4e-05,0.1,total,-1.5923054606459899e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.688e-06,0,2.4e-05,0.1,total,-1.3978651171946597e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-1.406e-06,0,2.4e-05,0.1,total,-1.1879409853639035e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-8.438e-07,0,2.4e-05,0.1,total,-7.329908582678365e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-5.625e-07,0,2.4e-05,0.1,total,-4.929862104721904e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,-2.812e-07,0,2.4e-05,0.1,total,-2.480846910772202e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,2.812e-07,0,2.4e-05,0.1,total,2.480846910772143e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,5.625e-07,0,2.4e-05,0.1,total,4.937559125774762e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,8.438e-07,0,2.4e-05,0.1,total,7.340180822759176e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.406e-06,0,2.4e-05,0.1,total,1.187978759673838e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.688e-06,0,2.4e-05,0.1,total,1.397837364045417e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.969e-06,0,2.4e-05,0.1,total,1.5922151157054742e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,2.531e-06,0,2.4e-05,0.1,total,1.9300943838444817e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,2.812e-06,0,2.4e-05,0.1,total,2.070654924840827e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,3.094e-06,0,2.4e-05,0.1,total,2.1912617766047844e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,3.656e-06,0,2.4e-05,0.1,total,2.3679327433898777e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,3.938e-06,0,2.4e-05,0.1,total,2.4248857581068823e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,4.219e-06,0,2.4e-05,0.1,total,2.460264517047834e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,4.781e-06,0,2.4e-05,0.1,total,2.4703699205171626e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,5.062e-06,0,2.4e-05,0.1,total,2.4470735563190694e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,5.344e-06,0,2.4e-05,0.1,total,2.4064046247789515e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,5.906e-06,0,2.4e-05,0.1,total,2.2816657844417403e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,6.188e-06,0,2.4e-05,0.1,total,2.1971034899630135e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,6.469e-06,0,2.4e-05,0.1,total,2.104140559329933e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,7.031e-06,0,2.4e-05,0.1,total,1.894478974548239e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,7.312e-06,0,2.4e-05,0.1,total,1.78143221353366e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,7.594e-06,0,2.4e-05,0.1,total,1.664864677005284e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,8.156e-06,0,2.4e-05,0.1,total,1.4296880820929936e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,8.438e-06,0,2.4e-05,0.1,total,1.313126666516429e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,8.719e-06,0,2.4e-05,0.1,total,1.1996001656657116e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,9.28e-06,0,2.4e-05,0.1,total,9.849004048147007e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,9.56e-06,0,2.4e-05,0.1,total,8.853756825467922e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,9.84e-06,0,2.4e-05,0.1,total,7.914392714258171e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.04e-05,0,2.4e-05,0.1,total,6.2205372775796e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.068e-05,0,2.4e-05,0.1,total,5.470778076331319e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.097e-05,0,2.4e-05,0.1,total,4.762466173579636e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.153e-05,0,2.4e-05,0.1,total,3.585042878503417e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.182e-05,0,2.4e-05,0.1,total,3.068703697148309e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.21e-05,0,2.4e-05,0.1,total,2.6267512994317465e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.266e-05,0,2.4e-05,0.1,total,1.8943155530098624e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.294e-05,0,2.4e-05,0.1,total,1.5959674515875652e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.322e-05,0,2.4e-05,0.1,total,1.3402638448144171e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.378e-05,0,2.4e-05,0.1,total,9.246746140424369e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.406e-05,0,2.4e-05,0.1,total,7.628235709366055e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.434e-05,0,2.4e-05,0.1,total,6.260153177302765e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.49e-05,0,2.4e-05,0.1,total,4.150014748142048e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.519e-05,0,2.4e-05,0.1,total,3.326742165168189e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.547e-05,0,2.4e-05,0.1,total,2.6729538859590566e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.603e-05,0,2.4e-05,0.1,total,1.6986691872158437e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.632e-05,0,2.4e-05,0.1,total,1.3322092028556002e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.66e-05,0,2.4e-05,0.1,total,1.0480313352091463e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.716e-05,0,2.4e-05,0.1,total,6.3842957273065946e-15,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.744e-05,0,2.4e-05,0.1,total,4.944167153529139e-15,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
1000.0,1,1.772e-05,0,2.4e-05,0.1,total,3.808703435156623e-15,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.772e-05,0,2.4e-05,0.1,total,-3.555406109348219e-15,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.744e-05,0,2.4e-05,0.1,total,-4.60052263957337e-15,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.716e-05,0,2.4e-05,0.1,total,-5.920713842747982e-15,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.66e-05,0,2.4e-05,0.1,total,-9.650890712619252e-15,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.632e-05,0,2.4e-05,0.1,total,-1.2225311114199303e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.603e-05,0,2.4e-05,0.1,total,-1.5524861761306324e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.547e-05,0,2.4e-05,0.1,total,-2.423893189687532e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.519e-05,0,2.4e-05,0.1,total,-3.0045528385946934e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.49e-05,0,2.4e-05,0.1,total,-3.731926350360066e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.434e-05,0,2.4e-05,0.1,total,-5.5808884817490273e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.406e-05,0,2.4e-05,0.1,total,-6.770236104947233e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.378e-05,0,2.4e-05,0.1,total,-8.169171035449052e-14,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.322e-05,0,2.4e-05,0.1,total,-1.1705045299640777e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.294e-05,0,2.4e-05,0.1,total,-1.3911908308237224e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.266e-05,0,2.4e-05,0.1,total,-1.6414423942618873e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.21e-05,0,2.4e-05,0.1,total,-2.2527753500649965e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.182e-05,0,2.4e-05,0.1,total,-2.6178987716485866e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.153e-05,0,2.4e-05,0.1,total,-3.0411929877242875e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.097e-05,0,2.4e-05,0.1,total,-3.995598781598136e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.068e-05,0,2.4e-05,0.1,total,-4.562923943760853e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-1.04e-05,0,2.4e-05,0.1,total,-5.158369611197202e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-9.84e-06,0,2.4e-05,0.1,total,-6.484917181357806e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-9.56e-06,0,2.4e-05,0.1,total,-7.210908397575757e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-9.28e-06,0,2.4e-05,0.1,total,-7.973897018067139e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-8.719e-06,0,2.4e-05,0.1,total,-9.592583292219875e-13,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-8.438e-06,0,2.4e-05,0.1,total,-1.0434487044447763e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-8.156e-06,0,2.4e-05,0.1,total,-1.1290916065447412e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-7.594e-06,0,2.4e-05,0.1,total,-1.2980932100410447e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-7.312e-06,0,2.4e-05,0.1,total,-1.3800265144357928e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-7.031e-06,0,2.4e-05,0.1,total,-1.4578162808472018e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-6.469e-06,0,2.4e-05,0.1,total,-1.5984498549749316e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-6.188e-06,0,2.4e-05,0.1,total,-1.6584421435707892e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-5.906e-06,0,2.4e-05,0.1,total,-1.7112179364456538e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-5.344e-06,0,2.4e-05,0.1,total,-1.7839207287420637e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
80000.0,1,-5.062e-06,0,2.4e-05,0.1,total,-1.803257255963503e-12,,,4e-07,1.33,0,6250000000000.0,6e-06,1.37e-06,1.6,4.88e-07,12880000.0,3.669e-07,17120000.0
