L,N,R,absorption_coefficient,amplitude,axicon_angle,axicon_angle_degree,beam_pos_x,beam_pos_y,beam_pos_z,bessel_order,bessel_spot,epsrel,force_type,fx,fy,fz,gaussian_spot,longitudinal_wavenumber,medium_refractive_index,phase,q,qr,radius,rayleigh_range,refractive_index,transversal_wavenumber,vacuum_wavelength,vacuum_wavenumber,wavelength,wavenumber,zmax
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.01001,0,2.929e-06,0.1,transmission,,,-4.0789805496320316e-11,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.009912,0,2.929e-06,0.1,transmission,,,-5.5767725100285326e-11,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.009812,0,2.929e-06,0.1,transmission,,,-7.660426080515853e-11,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.009713,0,2.929e-06,0.1,transmission,,,-1.0338079704504166e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.009614,0,2.929e-06,0.1,transmission,,,-1.3569306330852998e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.009415,0,2.929e-06,0.1,transmission,,,-2.3588667885990073e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.009316,0,2.929e-06,0.1,transmission,,,-3.246361373567931e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.009217,0,2.929e-06,0.1,transmission,,,-4.4390915311656696e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.009118,0,2.929e-06,0.1,transmission,,,-5.730033831811012e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.009019,0,2.929e-06,0.1,transmission,,,-6.735703469436364e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.00892,0,2.929e-06,0.1,transmission,,,-7.109820289486518e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.00882,0,2.929e-06,0.1,transmission,,,-6.778944674702908e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.008622,0,2.929e-06,0.1,transmission,,,-5.283436888322844e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.008522,0,2.929e-06,0.1,transmission,,,-4.897756495158847e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.008423,0,2.929e-06,0.1,transmission,,,-4.971087195651631e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.008324,0,2.929e-06,0.1,transmission,,,-5.345851358481988e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.008225,0,2.929e-06,0.1,transmission,,,-5.744836740288195e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.008126,0,2.929e-06,0.1,transmission,,,-5.930619177252248e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.008027,0,2.929e-06,0.1,transmission,,,-5.83164502869765e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.007829,0,2.929e-06,0.1,transmission,,,-5.289661094752809e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.00773,0,2.929e-06,0.1,transmission,,,-5.177400447477814e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.007631,0,2.929e-06,0.1,transmission,,,-5.248371530577183e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.007532,0,2.929e-06,0.1,transmission,,,-5.431414761110556e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.007433,0,2.929e-06,0.1,transmission,,,-5.613065716780457e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.007334,0,2.929e-06,0.1,transmission,,,-5.702866950883041e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.007234,0,2.929e-06,0.1,transmission,,,-5.675067503545674e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.007036,0,2.929e-06,0.1,transmission,,,-5.467088353796447e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.006937,0,2.929e-06,0.1,transmission,,,-5.410824897739004e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.006838,0,2.929e-06,0.1,transmission,,,-5.412739642303178e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.006739,0,2.929e-06,0.1,transmission,,,-5.447100850152642e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.00664,0,2.929e-06,0.1,transmission,,,-5.479370063154894e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.006541,0,2.929e-06,0.1,transmission,,,-5.48772334387134e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.006442,0,2.929e-06,0.1,transmission,,,-5.471515545831958e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.006244,0,2.929e-06,0.1,transmission,,,-5.444433142035741e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.006144,0,2.929e-06,0.1,transmission,,,-5.47786372045208e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.006045,0,2.929e-06,0.1,transmission,,,-5.545478262991066e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.005946,0,2.929e-06,0.1,transmission,,,-5.621668857887149e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.005847,0,2.929e-06,0.1,transmission,,,-5.669626390534768e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.005748,0,2.929e-06,0.1,transmission,,,-5.660542069351234e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.005649,0,2.929e-06,0.1,transmission,,,-5.588077187508136e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.005451,0,2.929e-06,0.1,transmission,,,-5.343299269093589e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.005352,0,2.929e-06,0.1,transmission,,,-5.244078699680298e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.005253,0,2.929e-06,0.1,transmission,,,-5.203650560653826e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.005154,0,2.929e-06,0.1,transmission,,,-5.237578170530537e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.005055,0,2.929e-06,0.1,transmission,,,-5.34283249645932e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.004956,0,2.929e-06,0.1,transmission,,,-5.497926497798814e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.004857,0,2.929e-06,0.1,transmission,,,-5.667403725355644e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.004659,0,2.929e-06,0.1,transmission,,,-5.892412945576105e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.00456,0,2.929e-06,0.1,transmission,,,-5.892882615458339e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.004461,0,2.929e-06,0.1,transmission,,,-5.811473401502498e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.004362,0,2.929e-06,0.1,transmission,,,-5.665688784999746e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.004263,0,2.929e-06,0.1,transmission,,,-5.48490198054247e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.004164,0,2.929e-06,0.1,transmission,,,-5.302416082961999e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.004065,0,2.929e-06,0.1,transmission,,,-5.14844133404695e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.003866,0,2.929e-06,0.1,transmission,,,-5.006406846730471e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.003766,0,2.929e-06,0.1,transmission,,,-5.035590970276929e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.003667,0,2.929e-06,0.1,transmission,,,-5.125931675016786e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.003568,0,2.929e-06,0.1,transmission,,,-5.264555072016822e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.003469,0,2.929e-06,0.1,transmission,,,-5.433696533252729e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.00337,0,2.929e-06,0.1,transmission,,,-5.613081178758997e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.003271,0,2.929e-06,0.1,transmission,,,-5.782511810441468e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.003073,0,2.929e-06,0.1,transmission,,,-6.025358279907223e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.002974,0,2.929e-06,0.1,transmission,,,-6.078043074423374e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.002875,0,2.929e-06,0.1,transmission,,,-6.080647420935e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.002776,0,2.929e-06,0.1,transmission,,,-6.036609112275331e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.002677,0,2.929e-06,0.1,transmission,,,-5.953295641639148e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.002578,0,2.929e-06,0.1,transmission,,,-5.840483707661289e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.002478,0,2.929e-06,0.1,transmission,,,-5.707474332786444e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.00228,0,2.929e-06,0.1,transmission,,,-5.427997336988195e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.00218,0,2.929e-06,0.1,transmission,,,-5.295465647738025e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.002081,0,2.929e-06,0.1,transmission,,,-5.177860250985715e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.001982,0,2.929e-06,0.1,transmission,,,-5.077302655221151e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.001883,0,2.929e-06,0.1,transmission,,,-4.995615181151837e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.001784,0,2.929e-06,0.1,transmission,,,-4.933230868240762e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.001685,0,2.929e-06,0.1,transmission,,,-4.88950356866366e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.001487,0,2.929e-06,0.1,transmission,,,-4.851775625605456e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.001388,0,2.929e-06,0.1,transmission,,,-4.853562783969262e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.001289,0,2.929e-06,0.1,transmission,,,-4.865976226897795e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.00119,0,2.929e-06,0.1,transmission,,,-4.886632683305781e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.001091,0,2.929e-06,0.1,transmission,,,-4.913254259181845e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.0009915,0,2.929e-06,0.1,transmission,,,-4.943895689416619e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.0008922,0,2.929e-06,0.1,transmission,,,-4.976451576892606e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.0006939,0,2.929e-06,0.1,transmission,,,-5.040971655061208e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.0005948,0,2.929e-06,0.1,transmission,,,-5.07037902441971e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.0004956,0,2.929e-06,0.1,transmission,,,-5.096574089007366e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.0003965,0,2.929e-06,0.1,transmission,,,-5.118749471634574e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.0002974,0,2.929e-06,0.1,transmission,,,-5.136357656244875e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.0001982,0,2.929e-06,0.1,transmission,,,-5.148989832847954e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-9.91e-05,0,2.929e-06,0.1,transmission,,,-5.156339768934245e-10,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.596,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.01268581927229678,0,2.929e-06,0.1,total,,,1.4103915368070127e-17,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.343,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.01259,0,2.929e-06,0.1,total,,,1.2863496797358649e-17,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.343,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.01249,0,2.929e-06,0.1,total,,,2.0226833791972646e-17,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.343,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.01239,0,2.929e-06,0.1,total,,,2.4089075466505272e-17,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.343,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.01229,0,2.929e-06,0.1,total,,,2.781423400554231e-17,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.343,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.01219,0,2.929e-06,0.1,total,,,3.591319596962135e-17,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.343,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.01209,0,2.929e-06,0.1,total,,,4.317922229596852e-17,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.343,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.01199,0,2.929e-06,0.1,total,,,6.068753054678919e-17,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.343,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.01189,0,2.929e-06,0.1,total,,,6.837977176138203e-17,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.343,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.0118,0,2.929e-06,0.1,total,,,8.921587599981326e-17,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.343,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
3e-06,21,0.001,0,1,0.1047,6.0,0.0,0,-0.0117,0,2.929e-06,0.1,total,,,1.2854809339254058e-16,inf,7811000.0,1.33,0,0,2000000.0,1.8e-05,inf,1.343,821000.0,1.064e-06,5905000.0,8e-07,7854000.0,0.009514
