x,y,z,force
0,0,-0.015,2.092379987379869e-15
0,0,-0.01125,1.7691363109084726e-15
0,0,-0.0075,3.732116928689525e-14
0,0,-0.00375,5.101616676930181e-11
0,0,0.0,5.285685131474881e-11
0,0,0.00375,4.771827133091234e-11
0,0,0.0075,2.0680549079065943e-14
0,0,0.01125,3.308229891601332e-15
0,0,0.015,2.111892242143363e-15
0,0,-0.01312,2.1773494871414732e-15
0,0,-0.009375,3.180063267080098e-15
0,0,-0.005625,2.5873976555801006e-12
0,0,-0.001875,4.554983054178535e-11
0,0,0.001875,4.6083774257028654e-11
0,0,0.005625,1.7055697333538242e-12
0,0,0.009375,3.823631149705495e-15
0,0,0.01312,2.9249723449797604e-15
0,0,-0.01406,1.1718011548071259e-15
0,0,-0.01219,3.874577451836675e-15
0,0,-0.01031,1.06723896452077e-14
0,0,-0.008438,2.7251355419380728e-14
0,0,-0.006562,6.731112109439266e-14
0,0,-0.004688,2.3433061275222532e-11
0,0,-0.002812,5.310652810742646e-11
0,0,-0.0009375,4.8698601901932405e-11
0,0,0.0009375,4.7526099202869574e-11
0,0,0.002812,5.4303291906505303e-11
0,0,0.004688,1.9509589524838193e-11
0,0,0.006562,8.559450771657155e-14
0,0,0.008438,2.4723672167172496e-14
0,0,0.01031,7.652133821180371e-15
0,0,0.01219,2.202089753184726e-15
0,0,0.01406,6.718035897503194e-16
0,0,-0.01477,1.4139354719563572e-15
0,0,-0.01453,6.770037591932572e-16
0,0,-0.0143,5.59861219311107e-16
0,0,-0.01383,2.3865393649995117e-15
0,0,-0.01359,3.264533544806498e-15
0,0,-0.01336,3.176569142781328e-15
0,0,-0.01289,1.044009238898998e-15
0,0,-0.01266,8.486123648559267e-16
0,0,-0.01242,1.843630943696125e-15
0,0,-0.01195,5.441247066857923e-15
0,0,-0.01172,5.342040008783923e-15
0,0,-0.01148,3.729339713494756e-15
0,0,-0.01102,1.4724634936529808e-15
0,0,-0.01078,3.4525092781034935e-15
0,0,-0.01055,7.466070724483782e-15
0,0,-0.01008,1.0683446676253194e-14
0,0,-0.009844,7.344011663953708e-15
0,0,-0.009609,3.39620088871823e-15
0,0,-0.009141,8.549641251146316e-15
0,0,-0.008906,1.8901844641393213e-14
0,0,-0.008672,2.728825020019848e-14
0,0,-0.008203,1.7969034484450395e-14
0,0,-0.007969,7.870337711882471e-15
0,0,-0.007734,1.0461826382099383e-14
0,0,-0.007266,8.283412493558553e-14
0,0,-0.007031,1.2040895224452795e-13
0,0,-0.006797,1.1676338349686358e-13
0,0,-0.006328,4.5888653511912645e-14
0,0,-0.006094,2.3503698665743885e-13
0,0,-0.005859,9.486658052730307e-13
0,0,-0.005391,5.541317010403227e-12
0,0,-0.005156,1.0054527973879042e-11
0,0,-0.004922,1.612380640788208e-11
0,0,-0.004453,3.138147701102234e-11
0,0,-0.004219,3.912052939696642e-11
0,0,-0.003984,4.589208728623027e-11
0,0,-0.003516,5.4165035668857185e-11
0,0,-0.003281,5.532683419259374e-11
0,0,-0.003047,5.480063282719333e-11
0,0,-0.002578,5.083553880551532e-11
0,0,-0.002344,4.8545638681468016e-11
0,0,-0.002109,4.667883346690403e-11
0,0,-0.001641,4.527287336424386e-11
0,0,-0.001406,4.582795714417164e-11
0,0,-0.001172,4.705970114385104e-11
0,0,-0.0007031,5.0412402105974736e-11
0,0,-0.0004688,5.185314386846097e-11
0,0,-0.0002344,5.2709661476636096e-11
0,0,0.0002344,5.220679308458377e-11
0,0,0.0004688,5.0914297344203224e-11
0,0,0.0007031,4.924432828017231e-11
0,0,0.001172,4.6100897895650024e-11
0,0,0.001406,4.5273982544900796e-11
0,0,0.001641,4.5239923874128875e-11
0,0,0.002109,4.774860756513908e-11
0,0,0.002344,5.0003633913861895e-11
0,0,0.002578,5.245700470379564e-11
0,0,0.003047,5.574652773307869e-11
0,0,0.003281,5.5402528670474563e-11
0,0,0.003516,5.312619672415835e-11
0,0,0.003984,4.264259667030232e-11
0,0,0.004219,3.519473535580342e-11
0,0,0.004453,2.7169165909565147e-11
0,0,0.004922,1.2821195642676679e-11
0,0,0.005156,7.58440008866097e-12
0,0,0.005391,3.929782710061243e-12
0,0,0.005859,5.763650704928389e-13
0,0,0.006094,1.4627113283472762e-13
0,0,0.006328,6.130668414379081e-14
0,0,0.006797,1.0443234502159741e-13
0,0,0.007031,8.630832938217686e-14
0,0,0.007266,4.9787197624626327e-14
0,0,0.007734,1.0838772939897875e-14
0,0,0.007969,1.467856325709322e-14
0,0,0.008203,2.255445084593673e-14
0,0,0.008672,1.9415697829098443e-14
0,0,0.008906,1.0859420881248865e-14
0,0,0.009141,4.872449107872639e-15
0,0,0.009609,6.320898459201202e-15
0,0,0.009844,9.348470649899069e-15
0,0,0.01008,9.918560822620325e-15
0,0,0.01055,4.239928569853365e-15
0,0,0.01078,2.0009973225950345e-15
0,0,0.01102,1.8304504825485543e-15
0,0,0.01148,4.86273468186904e-15
0,0,0.01172,5.1410247037180545e-15
0,0,0.01195,3.959321750740104e-15
0,0,0.01242,1.075421367209964e-15
0,0,0.01266,1.0511241393230377e-15
0,0,0.01289,1.974451899173025e-15
0,0,0.01336,3.1152514644102768e-15
0,0,0.01359,2.4315678136943246e-15
0,0,0.01383,1.3640762495163095e-15
0,0,0.0143,6.778168496064008e-16
0,0,0.01453,1.2936597945035085e-15
0,0,0.01477,1.953519445598862e-15
