x,y,z,force
0,0,-0.015,3.1803655038845867e-17
0,0,-0.01125,1.1544755368757626e-16
0,0,-0.0075,-3.2569596726155164e-16
0,0,-0.00375,6.438682782564546e-13
0,0,0.0,7.951769830130083e-13
0,0,0.00375,8.559428334952016e-13
0,0,0.0075,1.3349006866963796e-15
0,0,0.01125,-3.395192693512637e-17
0,0,0.015,2.9838153059750185e-17
0,0,-0.01312,7.370798245447756e-17
0,0,-0.009375,8.659182088087723e-17
0,0,-0.005625,-6.891829386390429e-15
0,0,-0.001875,7.156775423857686e-13
0,0,0.001875,6.641774514073827e-13
0,0,0.005625,7.866062579437327e-14
0,0,0.009375,2.1082298416586254e-17
0,0,0.01312,2.10996864977467e-18
0,0,-0.01406,-1.1717713814177911e-17
0,0,-0.01219,-3.299750627666811e-17
0,0,-0.01031,-9.80467812964736e-18
0,0,-0.008438,2.586818215888606e-16
0,0,-0.006562,2.139574205895597e-15
0,0,-0.004688,1.3736279421544728e-13
0,0,-0.002812,8.791070080623385e-13
0,0,-0.0009375,6.672810346668887e-13
0,0,0.0009375,7.789797453193314e-13
0,0,0.002812,7.393676546976022e-13
0,0,0.004688,5.170922972806203e-13
0,0,0.006562,3.7453897209680713e-16
0,0,0.008438,4.971229196727443e-16
0,0,0.01031,2.7859748294990013e-16
0,0,0.01219,1.2883263545642566e-16
0,0,0.01406,4.179595294633378e-17
0,0,-0.01477,5.109726701716718e-17
0,0,-0.01453,4.570606154128394e-17
0,0,-0.0143,1.6913739429553354e-17
0,0,-0.01383,-1.984085743724203e-17
0,0,-0.01359,1.4501460922780363e-18
0,0,-0.01336,4.317787358176479e-17
0,0,-0.01289,6.791108947026494e-17
0,0,-0.01266,2.7294492813023628e-17
0,0,-0.01242,-1.7692968958694988e-17
0,0,-0.01195,-1.3608687861012285e-18
0,0,-0.01172,6.490861738485142e-17
0,0,-0.01148,1.1858980848958336e-16
0,0,-0.01102,4.720211481617447e-17
0,0,-0.01078,-3.2072329845105894e-17
0,0,-0.01055,-6.330083288906594e-17
0,0,-0.01008,1.1385914676360953e-16
0,0,-0.009844,2.2118266581524556e-16
0,0,-0.009609,2.2174534353288759e-16
0,0,-0.009141,-7.824140450349893e-17
0,0,-0.008906,-1.515292471793554e-16
0,0,-0.008672,-3.195630246248937e-17
0,0,-0.008203,5.279763328218584e-16
0,0,-0.007969,5.233092439779426e-16
0,0,-0.007734,1.5313747072671893e-16
0,0,-0.007266,-5.407738008487575e-16
0,0,-0.007031,-8.646841104012106e-17
0,0,-0.006797,1.0463619725137717e-15
0,0,-0.006328,1.819526400216746e-15
0,0,-0.006094,-5.527943864747971e-16
0,0,-0.005859,-4.4197587492780346e-15
0,0,-0.005391,-1.963821914900929e-15
0,0,-0.005156,1.8576015195564417e-14
0,0,-0.004922,6.310778455380365e-14
0,0,-0.004453,2.417482517714007e-13
0,0,-0.004219,3.700701228392426e-13
0,0,-0.003984,5.098244203845101e-13
0,0,-0.003516,7.571375357259093e-13
0,0,-0.003281,8.365717959488372e-13
0,0,-0.003047,8.766630001722991e-13
0,0,-0.002578,8.534898777353092e-13
0,0,-0.002344,8.104906465872421e-13
0,0,-0.002109,7.613797842657324e-13
0,0,-0.001641,6.801212474250334e-13
0,0,-0.001406,6.591205986597697e-13
0,0,-0.001172,6.5499449996123e-13
0,0,-0.0007031,6.932881159611953e-13
0,0,-0.0004688,7.278255661024459e-13
0,0,-0.0002344,7.64238501466958e-13
0,0,0.0002344,8.142424748627157e-13
0,0,0.0004688,8.175701685870835e-13
0,0,0.0007031,8.044447229456824e-13
0,0,0.001172,7.460834894196118e-13
0,0,0.001406,7.121035181338319e-13
0,0,0.001641,6.831975750686552e-13
0,0,0.002109,6.593512383241689e-13
0,0,0.002344,6.709184472608747e-13
0,0,0.002578,6.98604917052281e-13
0,0,0.003047,7.865386921906335e-13
0,0,0.003281,8.302039282349755e-13
0,0,0.003516,8.571692729933052e-13
0,0,0.003984,8.219371930764984e-13
0,0,0.004219,7.495360179673996e-13
0,0,0.004453,6.436180289983601e-13
0,0,0.004922,3.816788879371304e-13
0,0,0.005156,2.5699064676916386e-13
0,0,0.005391,1.5365706387754407e-13
0,0,0.005859,3.188948104291311e-14
0,0,0.006094,8.29812594637757e-15
0,0,0.006328,4.1496437230919303e-16
0,0,0.006797,2.2025320766775785e-15
0,0,0.007031,3.152843050307852e-15
0,0,0.007266,2.6330956654521527e-15
0,0,0.007734,2.1915885579368955e-16
0,0,0.007969,-1.4247612595874558e-16
0,0,0.008203,8.64979493787763e-17
0,0,0.008672,7.1936642389870565e-16
0,0,0.008906,6.184658610797657e-16
0,0,0.009141,3.062450775677318e-16
0,0,0.009609,-6.402201626572534e-17
0,0,0.009844,2.822119456985945e-17
0,0,0.01008,1.8588113442498713e-16
0,0,0.01055,2.4612813314481166e-16
0,0,0.01078,1.2301647442298564e-16
0,0,0.01102,3.242201628328152e-18
0,0,0.01148,9.430430742864616e-18
0,0,0.01172,8.851859443262445e-17
0,0,0.01195,1.3911933523281048e-16
0,0,0.01242,6.578139115150274e-17
0,0,0.01266,1.318088813024488e-18
0,0,0.01289,-2.0895320318982532e-17
0,0,0.01336,4.889242464653989e-17
0,0,0.01359,8.132397979406675e-17
0,0,0.01383,7.786281091742365e-17
0,0,0.0143,1.6031964415747248e-18
0,0,0.01453,-1.4185123417467237e-17
0,0,0.01477,-7.791744359729442e-19
