x,y,z,force
0,0,0.006797,2.0028926742190766e-13
0,0,0.007266,2.612092385731379e-13
0,0,0.007734,2.963242350627941e-13
0,0,0.008203,2.9872870959485873e-13
0,0,0.008672,2.709561137460648e-13
0,0,0.009141,2.20257206660766e-13
0,0,0.009609,1.586156017820338e-13
0,0,0.01008,9.736320417884073e-14
0,0,0.01055,4.833508401626651e-14
0,0,0.01102,1.8117800245188762e-14
0,0,0.01148,1.0596850236840933e-14
0,0,0.01195,2.3937549630269946e-14
0,0,0.01242,5.329427624241716e-14
0,0,0.01289,9.12057206132322e-14
0,0,0.01336,1.2872173476759353e-13
0,0,0.01383,1.570737935221069e-13
0,0,0.0143,1.6893481443964326e-13
0,0,0.01477,1.6229443518755613e-13
0,0,-0.05,1.9440171903973277e-12
0,0,-0.0375,5.926251838852065e-14
0,0,-0.0125,1.1612082825572992e-13
0,0,0.0125,5.923491698254002e-14
0,0,0.0375,1.1609919682233842e-13
0,0,0.05,1.944017211832077e-12
0,0,-0.04688,6.597897124140585e-13
0,0,-0.04375,1.1596131830767945e-13
0,0,-0.04062,1.900291880745476e-13
0,0,-0.03438,1.1195568720311686e-13
0,0,-0.03125,1.0054301463668357e-16
0,0,-0.02812,6.045457654946965e-17
0,0,-0.02188,4.9296260631043226e-17
0,0,-0.01875,4.895161023878202e-17
0,0,-0.01562,6.052001541453469e-14
0,0,-0.00625,2.1634496132300883e-13
0,0,-0.003125,3.43969919101476e-13
0,0,0.003125,6.596502131665784e-13
0,0,0.00625,1.159579804229802e-13
0,0,0.01562,1.1195953394564933e-13
0,0,0.01875,1.0107022705313818e-16
0,0,0.02188,6.050367429785843e-17
0,0,0.02812,4.8924524392823055e-17
0,0,0.03125,4.875361452564404e-17
0,0,0.03438,6.05206542000886e-14
0,0,0.04063,1.0440778089970484e-13
0,0,0.04375,2.1624275237858437e-13
0,0,0.04688,3.4384425988431986e-13
0,0,-0.04844,1.6180436887205631e-12
0,0,-0.04531,5.994116209852142e-14
0,0,-0.04219,2.9899545519401927e-13
0,0,-0.03906,2.162930453270525e-14
0,0,-0.03594,1.653469977818378e-13
0,0,-0.03281,1.5081804546274783e-14
0,0,-0.02969,2.522849180779555e-17
0,0,-0.02656,3.6532450690636304e-17
0,0,-0.02344,1.4276436380903762e-17
0,0,-0.02031,5.332517105550908e-17
0,0,-0.01719,5.58826635150172e-15
0,0,-0.01094,1.2719645888710933e-14
0,0,-0.007812,2.816541580717437e-13
0,0,-0.004687,3.160822240155045e-14
0,0,-0.001563,1.2517551969389826e-12
0,0,0.001563,1.6178580124944224e-12
0,0,0.004687,5.993470601904786e-14
0,0,0.007812,2.9899875599688503e-13
0,0,0.01094,2.162174417684676e-14
0,0,0.01719,1.507812422904411e-14
0,0,0.02031,2.5108987582443363e-17
0,0,0.02344,3.643762274022874e-17
0,0,0.02656,1.4252135576277354e-17
0,0,0.02969,5.340884455007642e-17
0,0,0.03281,5.587911551049252e-15
0,0,0.03594,1.6055268104694654e-13
0,0,0.03906,1.2717029873002857e-14
0,0,0.04219,2.816460908427963e-13
0,0,0.04531,3.159933550819842e-14
0,0,0.04844,1.2514925366069868e-12
0,0,-0.055,4.810037613407035e-14
0,0,-0.05328,2.7948811327228026e-13
0,0,-0.05156,1.2515571348506772e-12
0,0,-0.04984,1.961889224943047e-12
0,0,-0.04813,1.4451351990902036e-12
0,0,-0.04641,4.0810278155140307e-13
0,0,-0.04469,2.246084836774332e-14
0,0,-0.04297,2.331757896929042e-13
0,0,-0.04125,2.6382829958824977e-13
0,0,-0.03953,5.532601930061589e-14
0,0,-0.03781,3.709630772689339e-14
0,0,-0.03609,1.603357353266786e-13
0,0,-0.03266,1.0622622055430259e-14
0,0,-0.03094,2.496688596925037e-16
0,0,-0.02922,1.798974692876546e-17
0,0,-0.0275,7.44228054920535e-18
0,0,-0.02578,2.39327571345902e-17
0,0,-0.02406,3.547481529332155e-17
0,0,-0.02234,3.408213763251568e-17
0,0,-0.02063,2.121219225275192e-17
0,0,-0.01891,6.476237925417299e-17
0,0,-0.01547,7.061341445474267e-14
0,0,-0.01375,1.6765181638335356e-13
0,0,-0.01203,7.655155308137839e-14
0,0,-0.008594,2.040401893927262e-13
0,0,-0.006875,2.807415906358049e-13
0,0,-0.003438,2.2232330347178676e-13
0,0,-0.001719,1.1525544426448454e-12
0,0,0.001719,1.5342537686531106e-12
0,0,0.003438,4.86319219975293e-13
0,0,0.006875,2.11707574585755e-13
0,0,0.008594,2.774646023409143e-13
0,0,0.01203,2.7873522763682414e-14
0,0,0.01375,1.5329541041295659e-13
0,0,0.01547,1.2343844141417098e-13
0,0,0.01891,1.803641461860584e-16
0,0,0.02063,7.813376507855029e-18
0,0,0.02234,1.6164588694376194e-17
0,0,0.02406,3.2132730439039014e-17
0,0,0.02578,3.491650156894982e-17
0,0,0.0275,2.495548242793948e-17
0,0,0.02922,1.3637076502031246e-17
0,0,0.03094,8.909549254506934e-17
0,0,0.03266,3.949129330893538e-15
0,0,0.03609,1.6513654673106988e-13
0,0,0.03781,8.989112578706319e-14
0,0,0.03953,1.625705738073374e-14
0,0,0.04125,1.8421587201562528e-13
0,0,0.04297,2.893061911277699e-13
0,0,0.04469,8.159873947209838e-14
0,0,0.04641,1.7257708157083777e-13
0,0,0.04812,1.0522775064568584e-12
0,0,0.04984,1.9147124033694283e-12
0,0,0.05156,1.618076241997592e-12
0,0,0.05328,5.712178469660877e-13
0,0,0.055,2.7668843096036353e-14
0,0,-0.05414,5.881977068275784e-14
0,0,-0.05242,7.127026298155605e-13
0,0,-0.0507,1.7285536716297114e-12
0,0,-0.04898,1.8507841828101088e-12
0,0,-0.04727,9.001730306602523e-13
0,0,-0.04555,1.0362861403818999e-13
0,0,-0.04383,1.041936097076843e-13
0,0,-0.04211,3.0075631442938935e-13
0,0,-0.04039,1.5800176257017973e-13
0,0,-0.03867,1.0594109639976808e-14
0,0,-0.03695,1.0420897405915067e-13
0,0,-0.03523,1.6227807337465047e-13
0,0,-0.03352,4.8737978394329914e-14
0,0,-0.0318,4.0493528854141895e-16
0,0,-0.03008,1.3446753259035075e-16
0,0,-0.02836,7.667870046314592e-17
0,0,-0.02664,3.30976548052719e-17
0,0,-0.02492,9.020714743764662e-18
0,0,-0.0232,6.8100323833650635e-18
0,0,-0.02148,3.6835949831724457e-17
0,0,-0.01977,1.2412435819861888e-16
0,0,-0.01805,5.047046830875659e-16
0,0,-0.01633,2.539267383731591e-14
0,0,-0.01461,1.3150424584005162e-13
0,0,-0.01117,1.912839430879319e-14
0,0,-0.009453,9.514230377402423e-14
0,0,-0.006016,1.8315509580321863e-13
0,0,-0.004297,4.292712308612175e-14
0,0,-0.0008594,1.6552381136849462e-12
0,0,0.0008594,1.8961681116447147e-12
0,0,0.004297,1.4210817573398147e-13
0,0,0.006016,8.225539940004148e-14
0,0,0.009453,1.7939797571490964e-13
0,0,0.01117,1.304111166705035e-14
0,0,0.01461,1.664463870640709e-13
0,0,0.01633,5.906893706866716e-14
0,0,0.01805,9.830263415002081e-16
0,0,0.01977,1.9339337111397892e-16
0,0,0.02148,7.856036277558939e-17
0,0,0.0232,2.4599624329975482e-17
0,0,0.02492,4.68421920247019e-18
0,0,0.02664,1.1228295242160239e-17
0,0,0.02836,4.4204764322130845e-17
0,0,0.03008,1.0797369013959659e-16
0,0,0.0318,2.6873801978072124e-16
0,0,0.03352,2.0093124388418022e-14
0,0,0.03523,1.208247893703694e-13
0,0,0.03695,1.529233170605194e-13
0,0,0.03867,2.6190727797074984e-14
0,0,0.04039,7.775722002930116e-14
0,0,0.04211,2.7632321117134585e-13
0,0,0.04383,2.0558127985868075e-13
0,0,0.04555,3.3741095094242216e-14
0,0,0.04727,5.338647525422394e-13
0,0,0.04898,1.5745206864108693e-12
0,0,0.0507,1.9308813557663357e-12
0,0,0.05242,1.1017927647049502e-12
0,0,0.05414,1.882615044493838e-13
