x,y,z,force
0,0,-0.015,4.586606968172152e-16
0,0,0.0,7.292490824822862e-13
0,0,0.015,-6.94023381517151e-18
0,0,-0.01312,2.1880126506581543e-15
0,0,-0.01125,4.934832674310897e-15
0,0,-0.009375,7.599996601780542e-13
0,0,-0.0075,1.8162578611195908e-12
0,0,-0.005625,1.3016328202227115e-12
0,0,-0.00375,1.1041720318673767e-12
0,0,-0.001875,9.56996472580227e-13
0,0,0.001875,6.716667700703896e-13
0,0,0.00375,4.97530324668676e-13
0,0,0.005625,4.57595205414224e-13
0,0,0.0075,3.5047173981639376e-13
0,0,0.009375,2.6815125896374466e-13
0,0,0.01125,9.21110120116444e-16
0,0,0.01312,-8.916976611126278e-17
0,0,-0.01453,1.0783787621491626e-15
0,0,-0.01406,-3.0973365245048e-16
0,0,-0.01359,-1.692882391898704e-16
0,0,-0.01266,4.944001699045426e-16
0,0,-0.01219,-2.002604729305468e-15
0,0,-0.01172,4.317939673380158e-15
0,0,-0.01078,-1.7367306793996136e-14
0,0,-0.01031,3.834110123908037e-15
0,0,-0.009844,2.334420462119931e-13
0,0,-0.008906,1.4218662759315996e-12
0,0,-0.008438,1.9022503460238406e-12
0,0,-0.007969,2.004122736335437e-12
0,0,-0.007031,1.5477643636338848e-12
0,0,-0.006562,1.3526323558326256e-12
0,0,-0.006094,1.2802190410221922e-12
0,0,-0.005156,1.3385271768708262e-12
0,0,-0.004688,1.3178495416001491e-12
0,0,-0.004219,1.2257594017594567e-12
0,0,-0.003281,1.0054415346925967e-12
0,0,-0.002812,9.57035140444262e-13
0,0,-0.002344,9.524654613867467e-13
0,0,-0.001406,9.33684640220906e-13
0,0,-0.0009375,8.725214175625555e-13
0,0,-0.0004688,7.944655324538831e-13
0,0,0.0004688,6.945212630876286e-13
0,0,0.0009375,6.880289184555826e-13
0,0,0.001406,6.886136499064377e-13
0,0,0.002344,6.282953965834151e-13
0,0,0.002812,5.72014224872874e-13
0,0,0.003281,5.237248203224355e-13
0,0,0.004219,4.938993101834144e-13
0,0,0.004688,4.980708791307955e-13
0,0,0.005156,4.894670506881759e-13
0,0,0.006094,4.115406666782634e-13
0,0,0.006562,3.697137663246427e-13
0,0,0.007031,3.474615168522188e-13
0,0,0.007969,3.688788030144696e-13
0,0,0.008438,3.7638439874682564e-13
0,0,0.008906,3.4623780681007887e-13
0,0,0.009844,1.6380177696240824e-13
0,0,0.01031,7.195962315638679e-14
0,0,0.01078,1.8426435685248145e-14
0,0,0.01172,5.04844244825572e-16
0,0,0.01219,1.4376884605523606e-15
0,0,0.01266,4.70033609111298e-16
0,0,0.01359,2.9362397200984074e-16
0,0,0.01406,3.8483064688092574e-16
0,0,0.01453,1.8282312866550137e-17
0,0,-0.01488,7.749942511623013e-16
0,0,-0.01477,1.0150465080485374e-15
0,0,-0.01465,1.1323398035220198e-15
0,0,-0.01441,8.437251539625011e-16
0,0,-0.0143,4.759335438587422e-16
0,0,-0.01418,6.538357937632187e-17
0,0,-0.01395,-5.801813751357058e-16
0,0,-0.01383,-6.748909506208036e-16
0,0,-0.01371,-5.408064558541856e-16
0,0,-0.01348,4.045146077870794e-16
0,0,-0.01336,1.0855302902489344e-15
0,0,-0.01324,1.7319140310417368e-15
0,0,-0.01301,2.3401327350438815e-15
0,0,-0.01289,2.078549902502294e-15
0,0,-0.01277,1.4012485021144723e-15
0,0,-0.01254,-4.908573864341771e-16
0,0,-0.01242,-1.3844739402403082e-15
0,0,-0.0123,-1.962090962697162e-15
0,0,-0.01207,-1.349928897391486e-15
0,0,-0.01195,3.53530850378787e-17
0,0,-0.01184,2.0219962995201852e-15
0,0,-0.0116,6.382151048082564e-15
0,0,-0.01148,7.535510111164833e-15
0,0,-0.01137,7.144687797699478e-15
0,0,-0.01113,9.428812118461154e-16
0,0,-0.01102,-4.517624785741478e-15
0,0,-0.0109,-1.104988889109583e-14
0,0,-0.01066,-2.1626490507100177e-14
0,0,-0.01055,-2.1446921385465656e-14
0,0,-0.01043,-1.3975779441038968e-14
0,0,-0.0102,3.502709025793573e-14
0,0,-0.01008,8.23850716391733e-14
0,0,-0.009961,1.4808029541235912e-13
0,0,-0.009727,3.388306781152715e-13
0,0,-0.009609,4.633012546911087e-13
0,0,-0.009492,6.049253323513385e-13
0,0,-0.009258,9.24463171204099e-13
0,0,-0.009141,1.0937396758755684e-12
0,0,-0.009023,1.2613266318732864e-12
0,0,-0.008789,1.5715962159080753e-12
0,0,-0.008672,1.7038279166796045e-12
0,0,-0.008555,1.8149207474820973e-12
0,0,-0.00832,1.964477905496057e-12
0,0,-0.008203,2.0014160622784326e-12
0,0,-0.008086,2.0142453096574596e-12
0,0,-0.007852,1.976494574058708e-12
0,0,-0.007734,1.9333647238708816e-12
0,0,-0.007617,1.878954913488869e-12
0,0,-0.007383,1.748753962820443e-12
0,0,-0.007266,1.6798549984557475e-12
0,0,-0.007148,1.6121489314488864e-12
0,0,-0.006914,1.4885619083892704e-12
0,0,-0.006797,1.4357590429790685e-12
0,0,-0.00668,1.3905175700652019e-12
0,0,-0.006445,1.3228741368188412e-12
0,0,-0.006328,1.3011892198556018e-12
0,0,-0.006211,1.2871970386092554e-12
0,0,-0.005977,1.2793540987144163e-12
0,0,-0.005859,1.283495411020655e-12
0,0,-0.005742,1.2913801453029064e-12
0,0,-0.005508,1.3128266022818502e-12
0,0,-0.005391,1.323600526584692e-12
0,0,-0.005273,1.3325242462349379e-12
0,0,-0.005039,1.3406260623614843e-12
0,0,-0.004922,1.3381527990806244e-12
0,0,-0.004805,1.3307367075514687e-12
0,0,-0.00457,1.3003447247838399e-12
0,0,-0.004453,1.2788564361931524e-12
0,0,-0.004336,1.2537125459748183e-12
0,0,-0.004102,1.1959141623978019e-12
0,0,-0.003984,1.1651398013880651e-12
0,0,-0.003867,1.1342562100779692e-12
0,0,-0.003633,1.0756553879513618e-12
0,0,-0.003516,1.0497055282540607e-12
0,0,-0.003398,1.026017441256212e-12
0,0,-0.003164,9.882685591951965e-13
0,0,-0.003047,9.745370368583703e-13
0,0,-0.00293,9.641470872105621e-13
0,0,-0.002695,9.528105778077079e-13
0,0,-0.002578,9.510208132685362e-13
0,0,-0.002461,9.51114573699796e-13
0,0,-0.002227,9.544921365993479e-13
